Familiarity Values from the MRC Psycholinguistic Database
Letters,Familiarity,Words
4,539,ONCE
4,539,ONCE
3,613,ONE
3,613,ONE
3,613,ONE
3,613,ONE
3,613,ONE
5,550,ONION
5,550,ONION
4,600,ONLY
4,600,ONLY
4,600,ONLY
4,600,ONLY
9,338,ONSLAUGHT
4,418,OPAL
4,418,OPAL
4,581,OPEN
4,581,OPEN
4,581,OPEN
4,581,OPEN
7,542,OPENING
7,542,OPENING
7,542,OPENING
7,542,OPENING
7,550,OPINION
7,550,OPINION
5,436,OPIUM
5,436,OPIUM
8,495,OPPONENT
8,495,OPPONENT
11,567,OPPORTUNITY
10,483,OPPOSITION
8,500,OPTIMISM
10,484,OPTIMISTIC
2,589,OR
2,589,OR
2,589,OR
2,589,OR
4,503,ORAL
4,503,ORAL
6,567,ORANGE
6,567,ORANGE
9,533,ORCHESTRA
6,456,ORCHID
5,570,ORDER
5,570,ORDER
7,503,ORDERLY
7,503,ORDERLY
7,503,ORDERLY
8,584,ORDINARY
8,584,ORDINARY
8,584,ORDINARY
5,510,ORGAN
5,510,ORGAN
6,537,ORIGIN
8,525,ORIGINAL
8,525,ORIGINAL
11,488,ORIGINALITY
9,507,ORIGINATE
10,409,ORIGINATOR
8,460,ORNAMENT
8,460,ORNAMENT
6,401,ORNATE
6,401,ORNATE
6,401,ORNATE
11,330,OSCILLATION
10,138,OSCULATION
11,294,OSTENTATION
7,358,OSTRICH
7,358,OSTRICH
5,581,OTHER
5,581,OTHER
5,581,OTHER
5,581,OTHER
5,581,OTHER
5,391,OTTER
5,391,OTTER
5,565,OUNCE
5,565,OUNCE
3,602,OUR
3,602,OUR
3,608,OUT
3,608,OUT
3,608,OUT
3,608,OUT
3,608,OUT
3,608,OUT
3,608,OUT
8,471,OUTBREAK
8,471,OUTBREAK
7,489,OUTCOME
6,489,OUTFIT
6,489,OUTFIT
8,524,OUTGOING
8,524,OUTGOING
8,524,OUTGOING
8,378,OUTHOUSE
10,307,OUTLANDISH
7,368,OUTPOST
7,368,OUTPOST
6,487,OUTPUT
6,394,OUTSET
7,607,OUTSIDE
7,607,OUTSIDE
7,607,OUTSIDE
7,607,OUTSIDE
8,468,OUTSIDER
9,537,OUTSPOKEN
9,537,OUTSPOKEN
4,577,OVEN
4,589,OVER
4,589,OVER
4,589,OVER
4,589,OVER
8,441,OVERCOAT
7,472,OVERLAP
7,472,OVERLAP
14,348,OVERPRODUCTION
8,251,OVERSHOE
8,381,OVERTONE
8,381,OVERTONE
3,477,OWL
3,477,OWL
3,598,OWN
3,598,OWN
3,598,OWN
5,564,OWNER
9,464,OWNERSHIP
2,364,OX
5,397,OXIDE
6,529,OXYGEN
8,164,OXYMORON
6,453,OYSTER
6,453,OYSTER
8,375,PACIFISM
7,497,PACKAGE
7,497,PACKAGE
4,361,PACT
7,387,PADLOCK
7,387,PADLOCK
5,133,PAEAN
4,603,PAGE
4,603,PAGE
4,577,PAID
4,577,PAID
4,577,PAID
4,453,PAIL
4,569,PAIN
4,569,PAIN
5,551,PAINT
5,551,PAINT
7,575,PAINTER
8,527,PAINTING
8,527,PAINTING
8,527,PAINTING
4,544,PAIR
4,544,PAIR
4,544,PAIR
6,462,PALACE
6,462,PALACE
4,499,PALE
4,499,PALE
4,499,PALE
7,301,PALETTE
4,274,PALL
4,274,PALL
4,515,PALM
4,515,PALM
6,252,PAMPAS
3,566,PAN
3,566,PAN
8,396,PANCREAS
4,395,PANE
4,395,PANE
5,546,PANIC
5,546,PANIC
5,546,PANIC
7,194,PANOPLY
8,381,PANORAMA
7,498,PANTIES
5,575,PANTS
5,575,PANTS
5,575,PANTS
5,635,PAPER
5,635,PAPER
5,635,PAPER
6,526,PARADE
6,526,PARADE
8,414,PARADISE
8,414,PARADISE
7,394,PARADOX
7,394,PARADOX
9,559,PARAGRAPH
9,559,PARAGRAPH
9,559,PARAGRAPH
11,275,PARALLELISM
13,387,PARALLELOGRAM
6,503,PARCEL
6,503,PARCEL
6,503,PARCEL
6,503,PARCEL
6,532,PARDON
6,532,PARDON
4,335,PARE
6,434,PARISH
4,571,PARK
4,571,PARK
10,511,PARLIAMENT
10,511,PARLIAMENT
5,209,PARRY
5,209,PARRY
4,579,PART
4,579,PART
4,579,PART
4,579,PART
11,430,PARTICIPANT
11,430,PARTICIPANT
10,514,PARTICULAR
10,514,PARTICULAR
7,555,PARTNER
7,555,PARTNER
7,555,PARTNER
5,619,PARTY
5,619,PARTY
5,619,PARTY
4,535,PASS
4,535,PASS
4,535,PASS
7,525,PASSAGE
7,525,PASSAGE
9,543,PASSENGER
9,543,PASSENGER
7,566,PASSING
7,566,PASSING
7,566,PASSING
7,566,PASSING
7,566,PASSING
7,566,PASSING
7,502,PASSION
7,502,PASSION
10,507,PASSIONATE
10,507,PASSIONATE
10,507,PASSIONATE
7,505,PASSIVE
7,505,PASSIVE
8,429,PASSPORT
8,429,PASSPORT
4,545,PAST
4,545,PAST
4,545,PAST
4,545,PAST
4,545,PAST
4,545,PAST
5,504,PASTE
5,504,PASTE
5,504,PASTE
6,461,PASTOR
6,461,PASTOR
7,414,PASTURE
7,414,PASTURE
3,492,PAT
3,492,PAT
3,492,PAT
3,492,PAT
5,528,PATCH
5,528,PATCH
6,426,PATENT
6,426,PATENT
6,426,PATENT
4,531,PATH
4,531,PATH
8,460,PATHETIC
8,460,PATHETIC
8,460,PATHETIC
8,533,PATIENCE
7,538,PATIENT
7,538,PATIENT
7,538,PATIENT
6,425,PATRON
6,425,PATRON
7,555,PATTERN
7,555,PATTERN
7,555,PATTERN
4,486,PAUL
5,517,PAUSE
5,517,PAUSE
5,104,PAVIS
5,104,PAVIS
4,477,PAWN
4,477,PAWN
3,264,PAX
3,264,PAX
7,527,PAYMENT
7,527,PAYMENT
3,524,PEA
5,571,PEACE
5,571,PEACE
8,560,PEACEFUL
10,456,PEACEMAKER
5,536,PEACH
5,536,PEACH
5,536,PEACH
4,451,PEAL
4,451,PEAL
4,567,PEAR
5,508,PEARL
5,508,PEARL
5,508,PEARL
7,422,PEASANT
7,422,PEASANT
6,477,PEBBLE
6,477,PEBBLE
6,477,PEBBLE
4,471,PECK
4,471,PECK
5,512,PEDAL
5,512,PEDAL
5,512,PEDAL
6,501,PEDDLE
4,469,PEEK
4,469,PEEK
4,507,PEEL
4,507,PEEL
4,418,PEEP
4,418,PEEP
4,460,PEER
4,460,PEER
4,460,PEER
3,462,PEG
3,462,PEG
4,371,PELT
4,371,PELT
3,554,PEN
3,554,PEN
6,598,PENCIL
6,598,PENCIL
8,407,PENDULUM
8,407,PENDULUM
7,360,PENGUIN
10,494,PENICILLIN
8,264,PENITENT
8,264,PENITENT
5,613,PENNY
4,365,PEON
4,365,PEON
6,628,PEOPLE
6,628,PEOPLE
6,628,PEOPLE
3,445,PEP
3,445,PEP
6,554,PEPPER
6,554,PEPPER
10,558,PERCEPTION
5,396,PERCH
5,396,PERCH
9,222,PERDITION
7,613,PERFECT
7,613,PERFECT
7,613,PERFECT
7,613,PERFECT
11,530,PERFORMANCE
9,479,PERFORMER
7,590,PERHAPS
7,590,PERHAPS
6,573,PERIOD
6,573,PERIOD
6,573,PERIOD
10,477,PERIODICAL
10,477,PERIODICAL
6,483,PERISH
7,405,PERJURY
9,526,PERMANENT
10,533,PERMISSION
6,516,PERMIT
6,516,PERMIT
11,307,PERPETRATOR
5,326,PERRY
5,326,PERRY
5,187,PERSE
5,187,PERSE
11,423,PERSECUTION
10,524,PERSISTENT
6,620,PERSON
6,620,PERSON
8,559,PERSONAL
8,559,PERSONAL
8,559,PERSONAL
11,575,PERSONALITY
9,482,PERSONNEL
10,475,PERSUASIVE
10,475,PERSUASIVE
12,255,PERTURBATION
4,318,PESO
11,517,PESSIMISTIC
4,482,PEST
6,209,PESTLE
6,209,PESTLE
3,541,PET
3,541,PET
3,541,PET
5,466,PETAL
3,394,PEW
3,394,PEW
5,96,PEWIT
7,132,PHAETON
7,387,PHANTOM
7,387,PHANTOM
5,516,PHASE
5,516,PHASE
5,273,PHIAL
5,273,PHIAL
9,183,PHILOLOGY
10,491,PHILOSOPHY
5,550,PHONE
5,550,PHONE
10,551,PHOTOGRAPH
10,551,PHOTOGRAPH
6,521,PHRASE
6,521,PHRASE
9,472,PHYSICIAN
9,472,PHYSICIAN
7,483,PHYSICS
7,473,PIANIST
5,545,PIANO
5,545,PIANO
5,545,PIANO
4,524,PICK
4,524,PICK
6,562,PICKLE
6,562,PICKLE
7,597,PICTURE
7,597,PICTURE
5,64,PICUL
6,274,PIDGIN
6,274,PIDGIN
3,576,PIE
3,576,PIE
5,511,PIECE
5,511,PIECE
4,436,PIER
7,469,PIERCED
7,469,PIERCED
7,469,PIERCED
3,509,PIG
3,509,PIG
6,499,PIGEON
6,499,PIGEON
4,521,PILE
4,521,PILE
4,556,PILL
4,556,PILL
6,602,PILLOW
6,602,PILLOW
6,557,PIMPLE
6,557,PIMPLE
3,524,PIN
3,524,PIN
4,557,PINE
4,557,PINE
9,489,PINEAPPLE
4,536,PINT
7,346,PIONEER
7,346,PIONEER
5,411,PIOUS
4,535,PIPE
4,535,PIPE
6,451,PIPING
6,451,PIPING
6,451,PIPING
6,451,PIPING
6,451,PIPING
5,200,PIQUE
5,200,PIQUE
5,200,PIQUE
5,200,PIQUE
6,409,PISTON
3,493,PIT
3,493,PIT
4,516,PITY
4,516,PITY
7,300,PLACARD
7,300,PLACARD
5,612,PLACE
5,612,PLACE
6,149,PLAICE
5,551,PLAIN
5,551,PLAIN
5,551,PLAIN
5,551,PLAIN
5,216,PLAIT
5,216,PLAIT
4,571,PLAN
4,571,PLAN
5,558,PLANE
5,558,PLANE
5,558,PLANE
6,457,PLANET
5,483,PLANK
5,483,PLANK
5,592,PLANT
5,592,PLANT
5,556,PLATE
5,556,PLATE
8,498,PLATFORM
8,498,PLATFORM
7,478,PLATTER
9,435,PLAUSIBLE
9,435,PLAUSIBLE
4,586,PLAY
4,586,PLAY
7,572,PLAYFUL
7,582,PLAYING
7,582,PLAYING
7,582,PLAYING
5,228,PLAZA
4,478,PLEA
5,438,PLEAD
8,547,PLEASANT
8,547,PLEASANT
8,551,PLEASING
8,551,PLEASING
8,551,PLEASING
8,583,PLEASURE
8,583,PLEASURE
6,442,PLEDGE
6,442,PLEDGE
15,128,PLENIPOTENTIARY
15,128,PLENIPOTENTIARY
9,518,PLENTIFUL
7,411,PLIABLE
6,499,PLIERS
4,515,PLOT
4,515,PLOT
4,575,PLUG
4,575,PLUG
4,547,PLUM
5,461,PLUMB
5,461,PLUMB
5,461,PLUMB
5,461,PLUMB
6,441,PLUNGE
6,441,PLUNGE
6,590,POCKET
6,590,POCKET
6,590,POCKET
6,455,PODIUM
4,544,POET
6,512,POETRY
6,512,POETRY
5,538,POINT
5,538,POINT
6,504,POISON
6,504,POISON
6,504,POISON
4,510,POLE
4,510,POLE
9,570,POLICEMAN
5,463,POLIO
6,485,POLISH
6,485,POLISH
6,485,POLISH
6,539,POLITE
10,556,POLITICIAN
10,556,POLITICIAN
5,281,POLKA
5,281,POLKA
4,453,POLL
4,453,POLL
4,453,POLL
4,453,POLL
6,488,POLLEN
6,488,POLLEN
9,555,POLLUTION
4,446,POLO
5,185,POLYP
6,228,POMMEL
6,228,POMMEL
7,313,POMPOUS
4,506,POND
4,506,POND
4,524,PONY
4,541,POOL
4,541,POOL
4,541,POOL
4,548,POOR
4,548,POOR
4,489,POPE
7,626,POPULAR
7,626,POPULAR
10,543,POPULATION
5,455,PORCH
4,437,PORE
4,437,PORE
4,538,PORK
4,481,PORT
4,481,PORT
4,481,PORT
6,252,PORTAL
6,252,PORTAL
6,487,PORTER
6,487,PORTER
6,487,PORTER
7,507,PORTION
7,507,PORTION
8,427,PORTRAIT
8,427,PORTRAIT
7,486,PORTRAY
7,486,PORTRAY
8,559,POSITION
8,559,POSITION
10,512,POSSESSION
10,478,POSSESSIVE
10,478,POSSESSIVE
8,595,POSSIBLE
8,595,POSSIBLE
8,595,POSSIBLE
4,586,POST
4,586,POST
4,586,POST
4,586,POST
6,545,POSTER
6,545,POSTER
3,577,POT
3,577,POT
3,577,POT
6,612,POTATO
6,612,POTATO
5,373,POUCH
5,373,POUCH
5,618,POUND
5,618,POUND
4,545,POUR
4,545,POUR
7,529,POVERTY
6,521,POWDER
6,521,POWDER
5,556,POWER
5,556,POWER
9,585,PRACTICAL
7,416,PRAIRIE
6,502,PRAISE
6,502,PRAISE
4,528,PRAY
4,528,PRAY
6,507,PRAYER
9,454,PREACHING
9,454,PREACHING
10,477,PRECAUTION
10,477,PRECAUTION
10,558,PRECEPTION
8,513,PRECIOUS
8,513,PRECIOUS
8,513,PRECIOUS
11,429,PRECIPITATE
11,429,PRECIPITATE
11,429,PRECIPITATE
7,507,PRECISE
7,507,PRECISE
9,270,PRECURSOR
11,433,PREDICAMENT
7,515,PREDICT
10,519,PREFERENCE
6,407,PREFIX
6,407,PREFIX
9,508,PREJUDICE
9,508,PREJUDICE
11,409,PRELIMINARY
11,409,PRELIMINARY
7,383,PRELUDE
7,383,PRELUDE
11,532,PREPARATION
11,419,PREPOSITION
8,514,PRESENCE
7,569,PRESENT
7,569,PRESENT
7,569,PRESENT
7,569,PRESENT
7,569,PRESENT
11,456,PRESENTABLE
9,538,PRESIDENT
9,538,PRESIDENT
8,544,PRESSURE
8,441,PRESTIGE
8,453,PRETENCE
6,584,PRETTY
6,584,PRETTY
6,584,PRETTY
9,418,PREVALENT
8,545,PREVIOUS
8,545,PREVIOUS
4,443,PREY
4,443,PREY
5,564,PRIDE
5,564,PRIDE
6,484,PRIEST
6,484,PRIEST
4,366,PRIM
4,366,PRIM
7,497,PRIMARY
7,497,PRIMARY
5,492,PRIME
5,492,PRIME
5,492,PRIME
5,492,PRIME
6,506,PRINCE
6,506,PRINCE
8,502,PRINCESS
9,491,PRINCIPAL
9,491,PRINCIPAL
9,496,PRINCIPLE
9,496,PRINCIPLE
5,444,PRIOR
5,444,PRIOR
5,444,PRIOR
6,462,PRISON
6,462,PRISON
8,485,PRISONER
7,570,PRIVATE
7,570,PRIVATE
5,508,PRIZE
5,508,PRIZE
5,508,PRIZE
7,596,PROBLEM
10,462,PROCESSION
10,462,PROCESSION
7,534,PRODUCE
7,534,PRODUCE
7,534,PRODUCE
7,562,PRODUCT
7,562,PRODUCT
10,545,PRODUCTION
10,523,PRODUCTIVE
10,543,PROFESSION
12,520,PROFESSIONAL
12,520,PROFESSIONAL
9,583,PROFESSOR
10,384,PROFICIENT
10,384,PROFICIENT
7,445,PROFILE
7,445,PROFILE
6,552,PROFIT
6,552,PROFIT
9,333,PROFITEER
9,333,PROFITEER
9,580,PROGRAMME
9,580,PROGRAMME
8,516,PROHIBIT
10,347,PROJECTILE
10,347,PROJECTILE
9,477,PROJECTOR
9,382,PROMENADE
9,382,PROMENADE
7,598,PROMISE
7,598,PROMISE
8,566,PROMISED
8,566,PROMISED
8,566,PROMISED
9,489,PROMISING
9,489,PROMISING
9,489,PROMISING
9,532,PROMOTION
5,409,PRONG
5,409,PRONG
7,480,PRONOUN
5,546,PROOF
5,546,PROOF
5,546,PROOF
4,444,PROP
4,444,PROP
9,491,PROPELLER
6,546,PROPER
6,546,PROPER
6,546,PROPER
8,531,PROPERTY
8,531,PROPERTY
8,531,PROPERTY
7,503,PROPHET
10,529,PROPORTION
10,529,PROPORTION
10,423,PROPRIETOR
7,198,PROSAIC
10,454,PROSECUTOR
7,503,PROSPER
10,477,PROSPERITY
10,520,PROSPEROUS
10,519,PROTECTION
7,530,PROTEST
7,530,PROTEST
8,306,PROTOCOL
8,306,PROTOCOL
5,570,PROUD
5,570,PROUD
9,148,PROVENDER
9,148,PROVENDER
8,576,PROVIDED
8,576,PROVIDED
8,576,PROVIDED
8,576,PROVIDED
10,421,PROVINCIAL
10,421,PROVINCIAL
9,453,PROVISION
9,453,PROVISION
4,252,PROW
4,252,PROW
5,350,PROXY
5,444,PRUNE
5,444,PRUNE
5,418,PSALM
5,418,PSALM
5,418,PSALM
12,556,PSYCHOLOGIST
10,549,PSYCHOLOGY
6,602,PUBLIC
6,602,PUBLIC
6,602,PUBLIC
4,281,PUCK
7,510,PUDDING
6,521,PUDDLE
6,521,PUDDLE
8,189,PUGILIST
4,565,PULL
4,565,PULL
6,415,PULPIT
6,415,PULPIT
6,287,PUMMEL
4,497,PUMP
4,497,PUMP
5,483,PUNCH
5,483,PUNCH
5,483,PUNCH
8,440,PUNCTUAL
8,440,PUNCTUAL
8,431,PUNCTURE
8,431,PUNCTURE
6,536,PUNISH
10,429,PUNISHABLE
10,515,PUNISHMENT
4,426,PUNY
4,426,PUNY
3,531,PUP
3,531,PUP
5,547,PUPIL
6,382,PUPPET
6,382,PUPPET
5,522,PUPPY
5,522,PUPPY
4,590,PURE
4,590,PURE
4,590,PURE
4,590,PURE
4,166,PURL
4,166,PURL
7,572,PURPOSE
7,572,PURPOSE
5,533,PURSE
5,533,PURSE
6,296,PURSER
4,564,PUSH
4,564,PUSH
3,539,PUT
3,539,PUT
3,539,PUT
3,539,PUT
3,539,PUT
3,539,PUT
6,486,PUZZLE
6,486,PUZZLE
7,386,PYRAMID
6,308,PYTHON
5,467,QUACK
5,467,QUACK
6,85,QUAICH
5,376,QUAIL
5,376,QUAIL
5,474,QUAKE
5,474,QUAKE
7,560,QUALITY
8,557,QUANTITY
7,463,QUARREL
7,463,QUARREL
5,568,QUART
5,568,QUART
5,568,QUART
7,569,QUARTER
7,569,QUARTER
5,126,QUEAN
5,527,QUEEN
5,527,QUEEN
9,148,QUERULOUS
5,413,QUEST
5,413,QUEST
8,588,QUESTION
8,588,QUESTION
12,485,QUESTIONABLE
7,336,QUIBBLE
7,336,QUIBBLE
5,570,QUICK
5,570,QUICK
5,570,QUICK
5,570,QUICK
7,469,QUICKEN
7,469,QUICKEN
7,581,QUICKLY
9,478,QUICKNESS
5,577,QUIET
5,577,QUIET
5,577,QUIET
8,220,QUIETUDE
5,409,QUILL
5,409,QUILL
5,490,QUILT
5,490,QUILT
5,179,QUIRE
5,179,QUIRE
6,368,QUIVER
6,368,QUIVER
6,368,QUIVER
8,405,QUOTIENT
5,515,RABBI
6,523,RABBIT
6,523,RABBIT
4,543,RACE
4,543,RACE
4,486,RACK
4,486,RACK
6,486,RACKET
6,486,RACKET
9,329,RACKETEER
9,329,RACKETEER
7,480,RACQUET
7,500,RADICAL
7,500,RADICAL
5,644,RADIO
5,644,RADIO
6,456,RADISH
4,483,RAFT
4,483,RAFT
4,487,RAID
4,487,RAID
4,505,RAIL
4,505,RAIL
8,493,RAILROAD
8,493,RAILROAD
7,222,RAIMENT
4,604,RAIN
4,604,RAIN
7,431,RAINBOW
7,431,RAINBOW
5,534,RAISE
5,534,RAISE
6,545,RAISED
6,545,RAISED
6,545,RAISED
4,476,RAKE
4,476,RAKE
3,468,RAM
3,468,RAM
4,504,RAMP
4,504,RAMP
7,247,RAMPANT
6,253,RAMROD
5,379,RANCH
5,379,RANCH
6,309,RANCID
5,515,RANGE
5,515,RANGE
3,501,RAP
3,501,RAP
4,555,RAPE
4,555,RAPE
5,524,RAPID
5,524,RAPID
5,524,RAPID
4,559,RARE
4,559,RARE
6,373,RARITY
4,485,RASH
4,485,RASH
4,485,RASH
4,485,RASH
9,513,RASPBERRY
3,548,RAT
3,548,RAT
5,119,RATAL
5,119,RATAL
4,527,RATE
4,527,RATE
6,478,RATING
6,478,RATING
6,478,RATING
6,473,RATION
6,473,RATION
8,458,RATIONAL
8,458,RATIONAL
6,448,RATTLE
6,448,RATTLE
11,493,RATTLESNAKE
11,493,RATTLESNAKE
3,509,RAW
3,509,RAW
3,509,RAW
3,480,RAY
3,480,RAY
3,480,RAY
4,281,RAZE
4,281,RAZE
5,511,RAZOR
5,511,RAZOR
5,577,REACH
5,577,REACH
8,533,REACTION
4,568,READ
4,568,READ
4,568,READ
4,568,READ
4,568,READ
7,581,READING
7,581,READING
7,581,READING
4,596,REAL
4,596,REAL
4,596,REAL
7,551,REALITY
6,562,REALLY
6,562,REALLY
5,376,REALM
4,441,REAP
4,441,REAP
6,401,REAPER
4,547,REAR
4,547,REAR
4,547,REAR
4,547,REAR
6,601,REASON
6,601,REASON
10,585,REASONABLE
10,585,REASONABLE
10,585,REASONABLE
5,92,REBEC
5,448,REBEL
5,448,REBEL
5,448,REBEL
10,490,REBELLIOUS
5,131,REBUS
5,131,REBUS
6,526,RECALL
6,526,RECALL
7,498,RECEIPT
7,498,RECEIPT
8,541,RECEIVER
6,513,RECENT
10,383,RECEPTACLE
9,487,RECEPTIVE
6,456,RECESS
6,456,RECESS
10,399,RECIPROCAL
10,399,RECIPROCAL
7,468,RECITAL
8,517,RECKLESS
8,517,RECKLESS
9,428,RECKONING
9,428,RECKONING
9,428,RECKONING
11,507,RECOGNITION
12,425,RECOLLECTION
9,529,RECOMMEND
6,609,RECORD
6,609,RECORD
8,179,RECREANT
8,179,RECREANT
7,471,RECRUIT
7,471,RECRUIT
9,498,RECTANGLE
6,448,RECTOR
3,607,RED
3,607,RED
3,607,RED
8,370,REDEEMER
9,509,REDUCTION
4,430,REED
4,430,REED
4,456,REEL
4,456,REEL
7,534,REFEREE
7,534,REFEREE
7,488,REFINED
7,488,REFINED
7,488,REFINED
10,436,REFINEMENT
10,505,REFLECTION
6,515,REFLEX
6,515,REFLEX
6,515,REFLEX
11,349,REFORMATION
7,523,REFRAIN
7,523,REFRAIN
7,502,REFRESH
7,502,REFRESH
12,545,REFRIGERATOR
6,518,REFUSE
6,518,REFUSE
6,518,REFUSE
7,373,REGENCY
6,511,REGION
6,511,REGION
8,471,REGISTER
8,471,REGISTER
6,529,REGRET
6,529,REGRET
7,580,REGULAR
7,580,REGULAR
7,580,REGULAR
10,504,REGULATION
10,504,REGULATION
5,433,REIGN
5,433,REIGN
4,440,REIN
4,440,REIN
7,529,REJOICE
7,529,REJOICE
8,585,RELATION
10,372,RELATIVITY
5,571,RELAX
5,571,RELAX
5,571,RELAX
10,501,RELAXATION
8,505,RELIABLE
5,413,RELIC
6,551,RELIEF
8,565,RELIGION
10,419,RELINQUISH
9,481,RELUCTANT
6,558,REMARK
6,558,REMARK
6,480,REMEDY
6,480,REMEDY
5,89,REMEX
8,543,REMINDER
10,388,REMITTANCE
7,498,REMOVAL
10,390,RENDEZVOUS
10,390,RENDEZVOUS
8,429,RENOUNCE
8,429,RENOUNCE
6,383,RENOWN
6,383,RENOWN
4,547,RENT
4,547,RENT
4,547,RENT
4,547,RENT
6,543,REPAIR
6,543,REPAIR
6,602,REPEAT
6,602,REPEAT
11,520,REPLACEMENT
7,266,REPLETE
5,550,REPLY
5,550,REPLY
6,590,REPORT
6,590,REPORT
14,511,REPRESENTATIVE
14,511,REPRESENTATIVE
7,419,REPRESS
8,395,REPRISAL
7,364,REPROVE
7,490,REPTILE
7,490,REPTILE
8,458,REPUBLIC
8,458,REPUBLIC
9,474,REPULSIVE
10,492,REPUTATION
11,508,REQUIREMENT
6,532,RESCUE
6,532,RESCUE
8,546,RESEARCH
8,546,RESEARCH
9,497,RESENTFUL
10,440,RESENTMENT
7,401,RESIDUE
10,540,RESISTANCE
10,433,RESOLUTION
8,387,RESOLVED
8,387,RESOLVED
8,387,RESOLVED
6,523,RESORT
6,523,RESORT
7,571,RESPECT
7,571,RESPECT
11,556,RESPECTABLE
11,556,RESPECTABLE
8,544,RESPONSE
14,532,RESPONSIBILITY
11,588,RESPONSIBLE
10,515,RESPONSIVE
4,590,REST
4,590,REST
4,590,REST
10,593,RESTAURANT
8,552,RESTLESS
8,552,RESTLESS
7,490,RESTORE
7,490,RESTORE
6,623,RESULT
6,623,RESULT
10,372,RESUMPTION
8,429,RETAILER
6,507,RETAIN
6,505,RETARD
6,505,RETARD
9,399,RETENTION
7,479,RETREAT
7,479,RETREAT
10,314,RETROSPECT
10,314,RETROSPECT
10,314,RETROSPECT
6,582,RETURN
6,582,RETURN
8,517,REVEALED
8,517,REVEALED
8,517,REVEALED
7,489,REVENGE
7,489,REVENGE
7,401,REVENUE
7,401,REVENUE
6,496,REVIEW
6,496,REVIEW
6,497,REVOLT
6,497,REVOLT
10,477,REVOLUTION
8,486,REVOLVER
6,525,REWARD
6,525,REWARD
8,321,RHAPSODY
10,371,RHEUMATISM
10,371,RHEUMATISM
10,400,RHINOCEROS
7,339,RHOMBUS
5,126,RHUMB
5,480,RHYME
5,480,RHYME
3,536,RIB
3,536,RIB
6,480,RIBBON
6,480,RIBBON
4,548,RICE
4,548,RICE
4,575,RICH
4,575,RICH
4,575,RICH
4,223,RICK
4,223,RICK
7,279,RICKETY
6,489,RIDDLE
6,489,RIDDLE
4,576,RIDE
4,576,RIDE
5,430,RIDGE
5,430,RIDGE
8,510,RIDICULE
8,510,RIDICULE
8,510,RIDICULE
5,477,RIFLE
5,477,RIFLE
5,599,RIGHT
5,599,RIGHT
5,599,RIGHT
5,599,RIGHT
9,433,RIGHTEOUS
9,433,RIGHTEOUS
9,433,RIGHTEOUS
9,433,RIGHTEOUS
5,503,RIGID
8,394,RIGIDITY
3,501,RIM
3,501,RIM
4,589,RING
4,589,RING
5,480,RINSE
5,480,RINSE
4,490,RIOT
4,490,RIOT
4,534,RIPE
4,534,RIPE
4,534,RIPE
4,546,RISE
4,546,RISE
4,517,RISK
4,517,RISK
4,400,RITE
6,403,RITUAL
6,403,RITUAL
5,565,RIVER
5,565,RIVER
4,604,ROAD
4,604,ROAD
4,471,ROAR
4,471,ROAR
4,471,ROAR
5,536,ROAST
5,536,ROAST
5,536,ROAST
5,536,ROAST
3,508,ROB
3,508,ROB
6,493,ROBBER
7,532,ROBBERY
5,487,ROBIN
4,583,ROCK
4,583,ROCK
6,474,ROCKER
6,525,ROCKET
6,525,ROCKET
3,504,ROD
4,496,RODE
3,233,ROE
5,378,ROGUE
5,378,ROGUE
4,524,ROLE
4,547,ROLL
4,547,ROLL
7,514,ROLLING
7,514,ROLLING
7,514,ROLLING
7,517,ROMANCE
7,517,ROMANCE
7,517,ROMANCE
4,552,ROOF
4,552,ROOF
4,627,ROOM
4,627,ROOM
4,627,ROOM
4,627,ROOM
7,385,ROOSTER
4,554,ROOT
4,554,ROOT
4,539,ROPE
4,539,ROPE
6,410,ROSARY
4,556,ROSE
4,556,ROSE
4,556,ROSE
7,369,ROSEBUD
5,199,ROSIN
5,199,ROSIN
8,470,ROTATION
4,249,ROTE
4,249,ROTE
5,557,ROUGH
5,557,ROUGH
5,557,ROUGH
5,557,ROUGH
5,563,ROUND
5,563,ROUND
5,563,ROUND
5,563,ROUND
5,563,ROUND
5,563,ROUND
5,515,ROUTE
5,515,ROUTE
7,523,ROUTINE
7,523,ROUTINE
5,309,ROVER
6,547,RUBBER
6,547,RUBBER
6,547,RUBBER
6,407,RUBBLE
6,407,RUBBLE
4,445,RUBY
4,445,RUBY
6,390,RUDDER
4,550,RUDE
4,550,RUDE
4,329,RUFF
4,329,RUFF
3,557,RUG
3,557,RUG
3,557,RUG
6,492,RUGGED
6,492,RUGGED
4,534,RULE
4,534,RULE
5,571,RULER
3,552,RUM
3,552,RUM
6,476,RUMBLE
6,476,RUMBLE
6,503,RUMOUR
6,503,RUMOUR
4,423,RUNG
4,423,RUNG
4,423,RUNG
4,423,RUNG
6,531,RUNNER
6,531,RUNNER
7,571,RUNNING
7,571,RUNNING
7,571,RUNNING
7,571,RUNNING
5,493,RURAL
5,493,RURAL
4,546,RUSH
4,546,RUSH
4,484,RUST
4,484,RUST
5,503,RUSTY
3,388,RYE
3,388,RYE
5,351,SABLE
5,351,SABLE
4,539,SACK
4,539,SACK
3,589,SAD
3,589,SAD
3,589,SAD
6,436,SADDLE
6,436,SADDLE
4,531,SAFE
4,531,SAFE
4,531,SAFE
6,556,SAFETY
